,heading,href,date
2789,Vålerenga med festfotball mot Viking: − Klasseforskjell,https://vg.no/sport/fotball/i/pW7l56/vaalerenga-med-festfotball-mot-viking-klasseforskjell,2022-07-26
2790,Haaland skinte i matchvinner-debuten - så kalte han Guardiola gal,https://vg.no/sport/fotball/i/bGRj23/haaland-skinte-i-matchvinner-debuten-saa-kalte-han-guardiola-gal,2022-07-26
2791,Haaland har aldri opplevd lignende: − Kvaliteten er noe helt annet,https://vg.no/sport/fotball/i/8QeXad/haaland-har-aldri-opplevd-lignende-kvaliteten-er-noe-helt-annet,2022-07-26
2792,Selvkritiske etter femmålsfesten: − Det er en tung bør å bære på suksess,https://vg.no/sport/fotball/i/EaOBga/selvkritiske-etter-femmaalsfesten-det-er-en-tung-boer-aa-baere-paa-suksess,2022-07-26
2793,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-07-26
2794,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-07-26
2795,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-07-26
2796,Sverige ydmyket av engelske kunstscoringer i EM-semifinalen,https://vg.no/sport/fotball/i/G34JLJ/sverige-ydmyket-av-engelske-kunstscoringer-i-em-semifinalen,2022-07-27
2797,Suarez vender hjem til Uruguay: − Umulig å takke nei,https://vg.no/sport/fotball/i/8QeL2E/suarez-vender-hjem-til-uruguay-umulig-aa-takke-nei,2022-07-27
2798,Spillerne er uenige om VAR: − Dommernivået i Eliteserien er altfor dårlig,https://vg.no/sport/fotball/i/qWGRVO/spillerne-er-uenige-om-var-dommernivaaet-i-eliteserien-er-altfor-daarlig,2022-07-27
2799,Klaveness i full gang med å finne Sjögren-erstatter,https://vg.no/sport/fotball/i/47yQmg/klaveness-i-full-gang-med-aa-finne-sjogren-erstatter,2022-07-27
2800,England-stjernen vil ikke høre egen kamplåt: − Provoserer motstanderne,https://vg.no/sport/fotball/i/v50yMl/england-stjernen-vil-ikke-hoere-egen-kamplaat-provoserer-motstanderne,2022-07-27
2801,Klopp om Haaland: − Jeg elsker ham!,https://vg.no/sport/fotball/i/5G9MjO/klopp-om-haaland-jeg-elsker-ham,2022-07-27
2802,Branns utrolige rekke fortsetter - har ikke tapt i 2022,https://vg.no/sport/fotball/i/47yv0g/branns-utrolige-rekke-fortsetter-har-ikke-tapt-i-2022,2022-07-27
2803,Lindseth klar for CSKA Sofia: − De ville virkelig ha meg,https://vg.no/sport/fotball/i/G34KKm/lindseth-klar-for-cska-sofia-de-ville-virkelig-ha-meg,2022-07-27
2804,Fantasy Premier League: Unngå enkle nybegynnerfeil – bli en bedre spiller,https://vg.no/sport/fotball/i/KzoEk7/fantasy-premier-league-unngaa-enkle-nybegynnerfeil-bli-en-bedre-spiller,2022-07-27
2805,Vålerenga med festfotball mot Viking: − Klasseforskjell,https://vg.no/sport/fotball/i/pW7l56/vaalerenga-med-festfotball-mot-viking-klasseforskjell,2022-07-27
2806,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-07-27
2807,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-07-27
2808,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-07-27
2809,Klopp raste mot dommeren i nytt Liverpool-tap,https://vg.no/sport/fotball/i/a7gobE/klopp-raste-mot-dommeren-i-nytt-liverpool-tap,2022-07-28
2810,Malmö med mageplask: Bodø/Glimt møter Zalgiris – slik er veien videre,https://vg.no/sport/fotball/i/eEA4Qy/malmo-med-mageplask-bodoe-glimt-moeter-zalgiris-slik-er-veien-videre,2022-07-28
2811,Glimt lekte seg med Linfield: Salvesen presentert som Bodø/Glimt-spiller i pausen,https://vg.no/sport/fotball/i/0GP70g/glimt-lekte-seg-med-linfield-salvesen-presentert-som-bodoe-glimt-spiller-i-pausen,2022-07-28
2812,Aalesund-juvel vraker norske toppklubber – reiser til Nederland,https://vg.no/sport/fotball/i/pW7v1E/aalesund-juvel-vraker-norske-toppklubber-reiser-til-nederland,2022-07-28
2813,Sverige ydmyket av engelske kunstscoringer i EM-semifinalen,https://vg.no/sport/fotball/i/G34JLJ/sverige-ydmyket-av-engelske-kunstscoringer-i-em-semifinalen,2022-07-28
2814,Suarez vender hjem til Uruguay: − Umulig å takke nei,https://vg.no/sport/fotball/i/8QeL2E/suarez-vender-hjem-til-uruguay-umulig-aa-takke-nei,2022-07-28
2815,Spillerne er uenige om VAR: − Dommernivået i Eliteserien er altfor dårlig,https://vg.no/sport/fotball/i/qWGRVO/spillerne-er-uenige-om-var-dommernivaaet-i-eliteserien-er-altfor-daarlig,2022-07-28
2816,Klaveness i full gang med å finne Sjögren-erstatter,https://vg.no/sport/fotball/i/47yQmg/klaveness-i-full-gang-med-aa-finne-sjogren-erstatter,2022-07-28
2817,England-stjernen vil ikke høre egen kamplåt: − Provoserer motstanderne,https://vg.no/sport/fotball/i/v50yMl/england-stjernen-vil-ikke-hoere-egen-kamplaat-provoserer-motstanderne,2022-07-28
2818,Klopp om Haaland: − Jeg elsker ham!,https://vg.no/sport/fotball/i/5G9MjO/klopp-om-haaland-jeg-elsker-ham,2022-07-28
2819,Branns utrolige rekke fortsetter - har ikke tapt i 2022,https://vg.no/sport/fotball/i/47yv0g/branns-utrolige-rekke-fortsetter-har-ikke-tapt-i-2022,2022-07-28
2820,Lindseth klar for CSKA Sofia: − De ville virkelig ha meg,https://vg.no/sport/fotball/i/G34KKm/lindseth-klar-for-cska-sofia-de-ville-virkelig-ha-meg,2022-07-28
2821,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-07-28
2822,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-07-28
2823,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-07-28
2824,Klopp felte dom over Haaland-debuten,https://vg.no/sport/fotball/i/rEkR90/klopp-felte-dom-over-haaland-debuten,2022-07-29
2825,Viking med kjempebragd: − Helt vanvittig sjokkerende,https://vg.no/sport/fotball/i/L5JERR/viking-med-kjempebragd-helt-vanvittig-sjokkerende,2022-07-29
2826,Breivik skapte mer trøbbel for Elfsborg: Molde overlegent videre i Conference Leauge,https://vg.no/sport/fotball/i/MLzGRE/breivik-skapte-mer-troebbel-for-elfsborg-molde-overlegent-videre-i-conference-leauge,2022-07-29
2827,Livet uten toppscoreren: − Vi må glemme at han er borte,https://vg.no/sport/fotball/i/34rXjq/livet-uten-toppscoreren-vi-maa-glemme-at-han-er-borte,2022-07-29
2828,Atlético-fansen ut mot Ronaldo-rykte: − Motsetningen til Atléticos identitet,https://vg.no/sport/fotball/i/mrO4XL/atletico-fansen-ut-mot-ronaldo-rykte-motsetningen-til-atleticos-identitet,2022-07-29
2829,Skjevfordeling av hovedkamper i Eliteserien: − Stor konkurransefordel ,https://vg.no/sport/fotball/i/0GP042/skjevfordeling-av-hovedkamper-i-eliteserien-stor-konkurransefordel,2022-07-29
2830,Klopp raste mot dommeren i nytt Liverpool-tap,https://vg.no/sport/fotball/i/a7gobE/klopp-raste-mot-dommeren-i-nytt-liverpool-tap,2022-07-29
2831,Malmö med mageplask: Bodø/Glimt møter Zalgiris – slik er veien videre,https://vg.no/sport/fotball/i/eEA4Qy/malmo-med-mageplask-bodoe-glimt-moeter-zalgiris-slik-er-veien-videre,2022-07-29
2832,Glimt lekte seg med Linfield: Salvesen presentert som Bodø/Glimt-spiller i pausen,https://vg.no/sport/fotball/i/0GP70g/glimt-lekte-seg-med-linfield-salvesen-presentert-som-bodoe-glimt-spiller-i-pausen,2022-07-29
2833,Aalesund-juvel vraker norske toppklubber – reiser til Nederland,https://vg.no/sport/fotball/i/pW7v1E/aalesund-juvel-vraker-norske-toppklubber-reiser-til-nederland,2022-07-29
2834,Sverige ydmyket av engelske kunstscoringer i EM-semifinalen,https://vg.no/sport/fotball/i/G34JLJ/sverige-ydmyket-av-engelske-kunstscoringer-i-em-semifinalen,2022-07-29
2835,Suarez vender hjem til Uruguay: − Umulig å takke nei,https://vg.no/sport/fotball/i/8QeL2E/suarez-vender-hjem-til-uruguay-umulig-aa-takke-nei,2022-07-29
2836,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-07-29
2837,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-07-29
2838,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-07-29
2839,Haaland trosser smerter mot Liverpool,https://vg.no/sport/fotball/i/dn6WKX/haaland-trosser-smerter-mot-liverpool,2022-07-30
2840,Debuterte i Eliteserien som 31-åring og sammenlignes med TIX,https://vg.no/sport/fotball/i/g6b5Q9/debuterte-i-eliteserien-som-31-aaring-og-sammenlignes-med-tix,2022-07-30
2841,"Ingen Ronaldo på Ullevaal lørdag, men: − Kongen spiller på søndag",https://vg.no/sport/fotball/i/qWGom1/ingen-ronaldo-paa-ullevaal-loerdag-men-kongen-spiller-paa-soendag,2022-07-30
2842,Norsk storspill kan sørge for ekstra Champions League-plass: − Blir lagt merke til internasjonalt,https://vg.no/sport/fotball/i/ALjnnn/norsk-storspill-kan-soerge-for-ekstra-champions-league-plass-blir-lagt-merke-til-internasjonalt,2022-07-30
2843,Stor oversikt: De 50 beste overgangene i sommervinduet 2022,https://vg.no/sport/fotball/i/z7aJOO/stor-oversikt-de-50-beste-overgangene-i-sommervinduet-2022,2022-07-30
2844,Guardiola tror på umiddelbar Haaland-effekt: − Er blitt akseptert,https://vg.no/sport/fotball/i/z7vje5/guardiola-tror-paa-umiddelbar-haaland-effekt-er-blitt-akseptert,2022-07-30
2845,Tabelltips: Slik ender Championship,https://vg.no/sport/fotball/i/WjnBpL/tabelltips-slik-ender-championship,2022-07-30
2846,Haaland hylles av Foden: − Han er «skummel» foran mål,https://vg.no/sport/fotball/i/wOw2VA/haaland-hylles-av-foden-han-er-skummel-foran-maal,2022-07-30
2847,Overrasket av VAR-beskjed: − Det visste jeg ikke,https://vg.no/sport/fotball/i/ALjVBA/overrasket-av-var-beskjed-det-visste-jeg-ikke,2022-07-30
2848,Klopp felte dom over Haaland-debuten,https://vg.no/sport/fotball/i/rEkR90/klopp-felte-dom-over-haaland-debuten,2022-07-30
2849,Viking med kjempebragd: − Helt vanvittig sjokkerende,https://vg.no/sport/fotball/i/L5JERR/viking-med-kjempebragd-helt-vanvittig-sjokkerende,2022-07-30
2850,Breivik skapte mer trøbbel for Elfsborg: Molde overlegent videre i Conference Leauge,https://vg.no/sport/fotball/i/MLzGRE/breivik-skapte-mer-troebbel-for-elfsborg-molde-overlegent-videre-i-conference-leauge,2022-07-30
2851,Livet uten toppscoreren: − Vi må glemme at han er borte,https://vg.no/sport/fotball/i/34rXjq/livet-uten-toppscoreren-vi-maa-glemme-at-han-er-borte,2022-07-30
2852,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-07-30
2853,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-07-30
2854,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-07-30
2855,Guardiola forsvarer Haaland: − Ingenting endres,https://vg.no/sport/fotball/i/8QeyLG/guardiola-forsvarer-haaland-ingenting-endres,2022-07-31
2856,Liverpool-stjerner stjal showet i prestisjekampen mot Haalands City,https://vg.no/sport/fotball/i/47yp66/liverpool-stjerner-stjal-showet-i-prestisjekampen-mot-haalands-city,2022-07-31
2857,Opplysninger til VG: Takket nei til Molde-bud på 12 millioner for Eriksen - bekrefter at han vil bort,https://vg.no/sport/fotball/i/oW4qn0/opplysninger-til-vg-takket-nei-til-molde-bud-paa-12-millioner-for-eriksen-bekrefter-at-han-vil-bort,2022-07-31
2858,Scoret fra egen halvdel: − Kandidat til årets mål i Eliteserien,https://vg.no/sport/fotball/i/34rnkL/scoret-fra-egen-halvdel-kandidat-til-aarets-maal-i-eliteserien,2022-07-31
2859,Eriksen hyllet i Manchester United-debuten: − Han fortjener det,https://vg.no/sport/fotball/i/V9WAm4/eriksen-hyllet-i-manchester-united-debuten-han-fortjener-det,2022-07-31
2860,Ødegaard utnevnt til kaptein – Jesus-hat trick da Sevilla ble knust,https://vg.no/sport/fotball/i/pW7yzW/oedegaard-utnevnt-til-kaptein-jesus-hat-trick-da-sevilla-ble-knust,2022-07-31
2861,Ohi vil ha «serbiske tilstander» i Norge: − Enorm forskjell,https://vg.no/sport/fotball/i/MLzqG0/ohi-vil-ha-serbiske-tilstander-i-norge-enorm-forskjell,2022-07-31
2862,Haaland trosser smerter mot Liverpool,https://vg.no/sport/fotball/i/dn6WKX/haaland-trosser-smerter-mot-liverpool,2022-07-31
2863,Debuterte i Eliteserien som 31-åring og sammenlignes med TIX,https://vg.no/sport/fotball/i/g6b5Q9/debuterte-i-eliteserien-som-31-aaring-og-sammenlignes-med-tix,2022-07-31
2864,"Ingen Ronaldo på Ullevaal lørdag, men: − Kongen spiller på søndag",https://vg.no/sport/fotball/i/qWGom1/ingen-ronaldo-paa-ullevaal-loerdag-men-kongen-spiller-paa-soendag,2022-07-31
2865,Norsk storspill kan sørge for ekstra Champions League-plass: − Blir lagt merke til internasjonalt,https://vg.no/sport/fotball/i/ALjnnn/norsk-storspill-kan-soerge-for-ekstra-champions-league-plass-blir-lagt-merke-til-internasjonalt,2022-07-31
2866,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-07-31
2867,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-07-31
2868,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-07-31
2869,Tyskerne raser mot dette - og får svensk støtte,https://vg.no/sport/fotball/i/OrwvPE/tyskerne-raser-mot-dette-og-faar-svensk-stoette,2022-08-01
2870,Molde lekte seg til enkel seier mot et tannløst Strømsgodset,https://vg.no/sport/fotball/i/9K5259/molde-lekte-seg-til-enkel-seier-mot-et-tannloest-stroemsgodset,2022-08-01
2871,Tyskland er landet «ingen» vil møte i finale: − Som å møte en overmakt,https://vg.no/sport/fotball/i/jaojMA/tyskland-er-landet-ingen-vil-moete-i-finale-som-aa-moete-en-overmakt,2022-08-01
2872,Van Dijk til VG etter Haalands ankomst: − Vil gjøre livet til forsvarere horribelt,https://vg.no/sport/fotball/i/oW4q20/van-dijk-til-vg-etter-haalands-ankomst-vil-gjoere-livet-til-forsvarere-horribelt,2022-08-01
2873,Guardiola forsvarer Haaland: − Ingenting endres,https://vg.no/sport/fotball/i/8QeyLG/guardiola-forsvarer-haaland-ingenting-endres,2022-08-01
2874,Liverpool-stjerner stjal showet i prestisjekampen mot Haalands City,https://vg.no/sport/fotball/i/47yp66/liverpool-stjerner-stjal-showet-i-prestisjekampen-mot-haalands-city,2022-08-01
2875,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-08-01
2876,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-08-01
2877,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-08-01
2878,Stor Fantasy Premier League-guide: Alt du må vite før den nye sesongen,https://vg.no/sport/fotball/i/WjnWVL/stor-fantasy-premier-league-guide-alt-du-maa-vite-foer-den-nye-sesongen,2022-08-02
2879,England i lykkerus etter at «fotballen kom hjem»: − Det var ikke en drøm,https://vg.no/sport/fotball/i/V9W044/england-i-lykkerus-etter-at-fotballen-kom-hjem-det-var-ikke-en-droem,2022-08-02
2880,Legender mener lagkamerater skuffet Haaland: − Han vil ikke være fornøyd,https://vg.no/sport/fotball/i/dn639O/legender-mener-lagkamerater-skuffet-haaland-han-vil-ikke-vaere-fornoeyd,2022-08-02
2881,Tyskerne raser mot dette - og får svensk støtte,https://vg.no/sport/fotball/i/OrwvPE/tyskerne-raser-mot-dette-og-faar-svensk-stoette,2022-08-02
2882,Molde lekte seg til enkel seier mot et tannløst Strømsgodset,https://vg.no/sport/fotball/i/9K5259/molde-lekte-seg-til-enkel-seier-mot-et-tannloest-stroemsgodset,2022-08-02
2883,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-08-02
2884,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-08-02
2885,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-08-02
2886,Kaptein Ødegaard fullroses av lagkameraten: − Han snakker i de rette øyeblikkene,https://vg.no/sport/fotball/i/qWG5a1/kaptein-oedegaard-fullroses-av-lagkameraten-han-snakker-i-de-rette-oeyeblikkene,2022-08-03
2887,Fortsatt ingen enighet mellom Telia og Viaplay om Premier League – rammer 450.000 TV-kunder,https://vg.no/sport/fotball/i/rEkk6a/fortsatt-ingen-enighet-mellom-telia-og-viaplay-om-premier-league-rammer-450-000-tv-kunder,2022-08-03
2888,Disse kan de norske lagene møte i Conference League-playoff,https://vg.no/sport/fotball/i/7dbXow/disse-kan-de-norske-lagene-moete-i-conference-league-playoff,2022-08-03
2889,Bekreftet: Kristian Eriksen er klar for Molde,https://vg.no/sport/fotball/i/7dbXa9/bekreftet-kristian-eriksen-er-klar-for-molde,2022-08-03
2890,Dette kan bli Bodø/Glimts motstander i Champions League-playoff,https://vg.no/sport/fotball/i/MLzMJK/dette-kan-bli-bodoe-glimts-motstander-i-champions-league-playoff,2022-08-03
2891,Norsk lag ble vitne til at dommer ble banket opp på Dana Cup: − Han klarte ikke å gå,https://vg.no/sport/fotball/i/eEABza/norsk-lag-ble-vitne-til-at-dommer-ble-banket-opp-paa-dana-cup-han-klarte-ikke-aa-gaa,2022-08-03
2892,Atlético Madrid-stjerneskuddet om Haaland: − Kommer til å gjøre det veldig bra,https://vg.no/sport/fotball/i/Orwv33/atletico-madrid-stjerneskuddet-om-haaland-kommer-til-aa-gjoere-det-veldig-bra,2022-08-03
2893,Stor Fantasy Premier League-guide: Alt du må vite før den nye sesongen,https://vg.no/sport/fotball/i/WjnWVL/stor-fantasy-premier-league-guide-alt-du-maa-vite-foer-den-nye-sesongen,2022-08-03
2894,England i lykkerus etter at «fotballen kom hjem»: − Det var ikke en drøm,https://vg.no/sport/fotball/i/V9W044/england-i-lykkerus-etter-at-fotballen-kom-hjem-det-var-ikke-en-droem,2022-08-03
2895,Legender mener lagkamerater skuffet Haaland: − Han vil ikke være fornøyd,https://vg.no/sport/fotball/i/dn639O/legender-mener-lagkamerater-skuffet-haaland-han-vil-ikke-vaere-fornoeyd,2022-08-03
2896,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-08-03
2897,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-08-03
2898,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-08-03
2899,Overveldet av Norway Cup-glede: − Tenkte at det var en for vill idé,https://vg.no/sport/fotball/i/x8GAo8/overveldet-av-norway-cup-glede-tenkte-at-det-var-en-for-vill-ide,2022-08-04
2900,Kristiansund reddet ett poeng med straffescoring på overtid,https://vg.no/sport/fotball/i/g6gWgq/kristiansund-reddet-ett-poeng-med-straffescoring-paa-overtid,2022-08-04
2901,Bodø/Glimt stormer mot nytt Europa-eventyr: − Glimt på sitt beste,https://vg.no/sport/fotball/i/Pokye0/bodoe-glimt-stormer-mot-nytt-europa-eventyr-glimt-paa-sitt-beste,2022-08-04
2902,VIF innrømmer kunstgress-skepsis foran Strandberg-retur,https://vg.no/sport/fotball/i/ja69qA/vif-innroemmer-kunstgress-skepsis-foran-strandberg-retur,2022-08-04
2903,Jonatan Braut Brunes klar for Strømsgodset,https://vg.no/sport/fotball/i/4751Qq/jonatan-braut-brunes-klar-for-stroemsgodset,2022-08-04
2904,Idrettspsykolog om presset på Haalands skuldre: − Fallhøyden er enorm,https://vg.no/sport/fotball/i/z7d5jO/idrettspsykolog-om-presset-paa-haalands-skuldre-fallhoeyden-er-enorm,2022-08-04
2905,Slik tror vi Premier League ender: Ny nedtur for Manchester United,https://vg.no/sport/fotball/i/PoK7q7/slik-tror-vi-premier-league-ender-ny-nedtur-for-manchester-united,2022-08-04
2906,Kaptein Ødegaard fullroses av lagkameraten: − Han snakker i de rette øyeblikkene,https://vg.no/sport/fotball/i/qWG5a1/kaptein-oedegaard-fullroses-av-lagkameraten-han-snakker-i-de-rette-oeyeblikkene,2022-08-04
2907,Fortsatt ingen enighet mellom Telia og Viaplay om Premier League – rammer 450.000 TV-kunder,https://vg.no/sport/fotball/i/rEkk6a/fortsatt-ingen-enighet-mellom-telia-og-viaplay-om-premier-league-rammer-450-000-tv-kunder,2022-08-04
2908,Disse kan de norske lagene møte i Conference League-playoff,https://vg.no/sport/fotball/i/7dbXow/disse-kan-de-norske-lagene-moete-i-conference-league-playoff,2022-08-04
2909,Bekreftet: Kristian Eriksen er klar for Molde,https://vg.no/sport/fotball/i/7dbXa9/bekreftet-kristian-eriksen-er-klar-for-molde,2022-08-04
2910,Dette kan bli Bodø/Glimts motstander i Champions League-playoff,https://vg.no/sport/fotball/i/MLzMJK/dette-kan-bli-bodoe-glimts-motstander-i-champions-league-playoff,2022-08-04
2911,Norsk lag ble vitne til at dommer ble banket opp på Dana Cup: − Han klarte ikke å gå,https://vg.no/sport/fotball/i/eEABza/norsk-lag-ble-vitne-til-at-dommer-ble-banket-opp-paa-dana-cup-han-klarte-ikke-aa-gaa,2022-08-04
2912,Atlético Madrid-stjerneskuddet om Haaland: − Kommer til å gjøre det veldig bra,https://vg.no/sport/fotball/i/Orwv33/atletico-madrid-stjerneskuddet-om-haaland-kommer-til-aa-gjoere-det-veldig-bra,2022-08-04
2913,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-08-04
2914,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-08-04
2915,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-08-04
2916,1–3-tap for Lillestrøm: − Vi gir dem noen gavepakker,https://vg.no/sport/fotball/i/qW26Lz/13-tap-for-lillestroem-vi-gir-dem-noen-gavepakker,2022-08-05
2917,Fofana-kunst da Molde fikk strålende utgangspunkt i Europa,https://vg.no/sport/fotball/i/WjQ02Q/fofana-kunst-da-molde-fikk-straalende-utgangspunkt-i-europa,2022-08-05
2918,Politiet rykket ut til fotballopptøyer i Bergen – stormet stedet med finlandshetter,https://vg.no/sport/fotball/i/5GPE4X/politiet-rykket-ut-til-fotballopptoeyer-i-bergen-stormet-stedet-med-finlandshetter,2022-08-05
2919,Ødegaard tatt på sengen av Artetas Liverpool-grep: − Ble litt sjokkert,https://vg.no/sport/fotball/i/Kzdwg4/oedegaard-tatt-paa-sengen-av-artetas-liverpool-grep-ble-litt-sjokkert,2022-08-05
2920,Fotballverden tar miljøgrep: − Et spesielt stort ansvar,https://vg.no/sport/fotball/i/pW70MW/fotballverden-tar-miljoegrep-et-spesielt-stort-ansvar,2022-08-05
2921,City-stjerne advarer Haaland: − Må bare le av det ,https://vg.no/sport/fotball/i/34rra9/city-stjerne-advarer-haaland-maa-bare-le-av-det,2022-08-05
2922,Pengene pøser inn for Glimt,https://vg.no/sport/fotball/i/34W609/pengene-poeser-inn-for-glimt,2022-08-05
2923,Overveldet av Norway Cup-glede: − Tenkte at det var en for vill idé,https://vg.no/sport/fotball/i/x8GAo8/overveldet-av-norway-cup-glede-tenkte-at-det-var-en-for-vill-ide,2022-08-05
2924,Kristiansund reddet ett poeng med straffescoring på overtid,https://vg.no/sport/fotball/i/g6gWgq/kristiansund-reddet-ett-poeng-med-straffescoring-paa-overtid,2022-08-05
2925,Bodø/Glimt stormer mot nytt Europa-eventyr: − Glimt på sitt beste,https://vg.no/sport/fotball/i/Pokye0/bodoe-glimt-stormer-mot-nytt-europa-eventyr-glimt-paa-sitt-beste,2022-08-05
