,heading,href,date
69,Isnes sier han droppet samtaler med HamKam og Sarpsborg: − Folk vil sikkert stusse litt,https://vg.no/sport/fotball/i/ALQ6dA/isnes-sier-han-droppet-samtaler-med-hamkam-og-sarpsborg-folk-vil-sikkert-stusse-litt,2022-01-04
70,2–2 mellom Chelsea og Liverpool: − Et resultat ingen av dem kan leve med,https://vg.no/sport/fotball/i/oW8Xva/22-mellom-chelsea-og-liverpool-et-resultat-ingen-av-dem-kan-leve-med,2022-01-04
71,Sjokktap for Real Madrid,https://vg.no/sport/fotball/i/34Xv19/sjokktap-for-real-madrid,2022-01-04
72,Tallene som bør bekymre Klopp: − City er nødt til å ha en skikkelig formdupp,https://vg.no/sport/fotball/i/28X6Xv/tallene-som-boer-bekymre-klopp-city-er-noedt-til-aa-ha-en-skikkelig-formdupp,2022-01-04
73,Tottenham vant etter overtidsscoring – ubeseiret i ligaen under Antonio Conte,https://vg.no/sport/fotball/i/RrlLxJ/tottenham-vant-etter-overtidsscoring-ubeseiret-i-ligaen-under-antonio-conte,2022-01-04
74,"VAR-straffe, rødt kort og overtidsmål da City slo Arsenal",https://vg.no/sport/fotball/i/k6yk7L/var-straffe-roedt-kort-og-overtidsmaal-da-city-slo-arsenal,2022-01-04
75,Lukaku: Sa nei til Manchester City,https://vg.no/sport/fotball/i/z7QqJ9/lukaku-sa-nei-til-manchester-city,2022-01-04
76,Fantasy Premier League Gameweek 21: Her er de heteste dobbeltrunde-spillerne,https://vg.no/sport/fotball/i/RrlVLd/fantasy-premier-league-gameweek-21-her-er-de-heteste-dobbeltrunde-spillerne,2022-01-04
77,Ekspertenes dom over Eliteserien 2021,https://vg.no/sport/fotball/i/28XymR/ekspertenes-dom-over-eliteserien-2021,2022-01-04
78,Haaland-ryktene intensiveres: − Bare Erling som bestemmer,https://vg.no/sport/fotball/i/pW4k3R/haaland-ryktene-intensiveres-bare-erling-som-bestemmer,2022-01-04
79,Tuchel slår tilbake etter Lukaku-utspill: − Liker det ikke ,https://vg.no/sport/fotball/i/1OXLOe/tuchel-slaar-tilbake-etter-lukaku-utspill-liker-det-ikke,2022-01-04
80,Manchester United slo tilbake – ubeseiret etter Solskjær-sparkingen,https://vg.no/sport/fotball/i/pW4yOo/manchester-united-slo-tilbake-ubeseiret-etter-solskjaer-sparkingen,2022-01-04
81,Lukaku kritiserer Tuchel-taktikk: − Jeg er ikke fornøyd med situasjonen,https://vg.no/sport/fotball/i/Qy3e88/lukaku-kritiserer-tuchel-taktikk-jeg-er-ikke-fornoeyd-med-situasjonen,2022-01-04
82,Rangnick kaller Newcastle-nedturen «en negativ overraskelse»,https://vg.no/sport/fotball/i/L5ebq9/rangnick-kaller-newcastle-nedturen-en-negativ-overraskelse,2022-01-04
83,Iversen tror han reiser hjem etter fiasko: − Tragisk,https://vg.no/sport/fotball/i/EaLP4o/iversen-tror-han-reiser-hjem-etter-fiasko-tragisk,2022-01-04
84,Tuchel vil gjeninnføre fem bytter: − Det gir absolutt ingen mening,https://vg.no/sport/fotball/i/V9eJ9V/tuchel-vil-gjeninnfoere-fem-bytter-det-gir-absolutt-ingen-mening,2022-01-04
85,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-01-04
86,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-01-04
87,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-01-04
88,United tapte for første gang etter Solskjærs exit: − Vi er veldig skuffet,https://vg.no/sport/fotball/i/ALQ6nx/united-tapte-for-foerste-gang-etter-solskjaers-exit-vi-er-veldig-skuffet,2022-01-05
89,Nattestad etter sin kansellerte Jerv-overgang: − Latterligste jeg har opplevd i mitt liv,https://vg.no/sport/fotball/i/Kzed2o/nattestad-etter-sin-kansellerte-jerv-overgang-latterligste-jeg-har-opplevd-i-mitt-liv,2022-01-05
90,Isnes sier han droppet samtaler med HamKam og Sarpsborg: − Folk vil sikkert stusse litt,https://vg.no/sport/fotball/i/ALQ6dA/isnes-sier-han-droppet-samtaler-med-hamkam-og-sarpsborg-folk-vil-sikkert-stusse-litt,2022-01-05
91,2–2 mellom Chelsea og Liverpool: − Et resultat ingen av dem kan leve med,https://vg.no/sport/fotball/i/oW8Xva/22-mellom-chelsea-og-liverpool-et-resultat-ingen-av-dem-kan-leve-med,2022-01-05
92,Sjokktap for Real Madrid,https://vg.no/sport/fotball/i/34Xv19/sjokktap-for-real-madrid,2022-01-05
93,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-01-05
94,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-01-05
95,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-01-05
96,Tottenhams Chelsea-mareritt fortsetter,https://vg.no/sport/fotball/i/g6BJ49/tottenhams-chelsea-mareritt-fortsetter,2022-01-06
97,Opplysninger til VG: Serie A-klubb interessert i Berisha,https://vg.no/sport/fotball/i/dnpG7j/opplysninger-til-vg-serie-a-klubb-interessert-i-berisha,2022-01-06
98,Bjerketvedt mot NFF-exit – vil avklare fremtiden innen «noen måneder» ,https://vg.no/sport/fotball/i/Poq0k0/bjerketvedt-mot-nff-exit-vil-avklare-fremtiden-innen-noen-maaneder,2022-01-06
99,Solbakken blir HamKam-vikar: − Jeg hjelper i nød,https://vg.no/sport/fotball/i/G3qOGQ/solbakken-blir-hamkam-vikar-jeg-hjelper-i-noed,2022-01-06
100,Ekspertene spår: − Haaland velger Real Madrid ,https://vg.no/sport/fotball/i/a7yrMO/ekspertene-spaar-haaland-velger-real-madrid,2022-01-06
101,United tapte for første gang etter Solskjærs exit: − Vi er veldig skuffet,https://vg.no/sport/fotball/i/ALQ6nx/united-tapte-for-foerste-gang-etter-solskjaers-exit-vi-er-veldig-skuffet,2022-01-06
102,Nattestad etter sin kansellerte Jerv-overgang: − Latterligste jeg har opplevd i mitt liv,https://vg.no/sport/fotball/i/Kzed2o/nattestad-etter-sin-kansellerte-jerv-overgang-latterligste-jeg-har-opplevd-i-mitt-liv,2022-01-06
103,Isnes sier han droppet samtaler med HamKam og Sarpsborg: − Folk vil sikkert stusse litt,https://vg.no/sport/fotball/i/ALQ6dA/isnes-sier-han-droppet-samtaler-med-hamkam-og-sarpsborg-folk-vil-sikkert-stusse-litt,2022-01-06
104,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-01-06
105,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-01-06
106,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-01-06
107,Huseklepp om rollebyttet: − Kan forstå dersom noen av Brann-spillerne synes det er spesielt,https://vg.no/sport/fotball/i/34zopX/huseklepp-om-rollebyttet-kan-forstaa-dersom-noen-av-brann-spillerne-synes-det-er-spesielt,2022-01-07
108,Han blir presentert som ny Sarpsborg-trener: − Det blir en forandring,https://vg.no/sport/fotball/i/oWlV2R/han-blir-presentert-som-ny-sarpsborg-trener-det-blir-en-forandring,2022-01-07
109,Saudiaraberne starter shoppingen i Newcastle – Trippier første mann inn,https://vg.no/sport/fotball/i/8Q7r3w/saudiaraberne-starter-shoppingen-i-newcastle-trippier-foerste-mann-inn,2022-01-07
110,Solbakken om Eriksens Qatar-mål: − Gjennom den største utfordringen,https://vg.no/sport/fotball/i/Jxq7A8/solbakken-om-eriksens-qatar-maal-gjennom-den-stoerste-utfordringen,2022-01-07
111,Tottenhams Chelsea-mareritt fortsetter,https://vg.no/sport/fotball/i/g6BJ49/tottenhams-chelsea-mareritt-fortsetter,2022-01-07
112,Opplysninger til VG: Serie A-klubb interessert i Berisha,https://vg.no/sport/fotball/i/dnpG7j/opplysninger-til-vg-serie-a-klubb-interessert-i-berisha,2022-01-07
113,Bjerketvedt mot NFF-exit – vil avklare fremtiden innen «noen måneder» ,https://vg.no/sport/fotball/i/Poq0k0/bjerketvedt-mot-nff-exit-vil-avklare-fremtiden-innen-noen-maaneder,2022-01-07
114,Solbakken blir HamKam-vikar: − Jeg hjelper i nød,https://vg.no/sport/fotball/i/G3qOGQ/solbakken-blir-hamkam-vikar-jeg-hjelper-i-noed,2022-01-07
115,Ekspertene spår: − Haaland velger Real Madrid ,https://vg.no/sport/fotball/i/a7yrMO/ekspertene-spaar-haaland-velger-real-madrid,2022-01-07
116,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-01-07
117,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-01-07
118,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-01-07
119,Historien om: Norwich 1992/93,https://vg.no/sport/fotball/i/bGeoE3/historien-om-norwich-1992-93,2022-01-08
120,United-sjefen innrømmer misnøye blant spillerne,https://vg.no/sport/fotball/i/a7ppb5/united-sjefen-innroemmer-misnoeye-blant-spillerne,2022-01-08
121,Huseklepp om rollebyttet: − Kan forstå dersom noen av Brann-spillerne synes det er spesielt,https://vg.no/sport/fotball/i/34zopX/huseklepp-om-rollebyttet-kan-forstaa-dersom-noen-av-brann-spillerne-synes-det-er-spesielt,2022-01-08
122,Han blir presentert som ny Sarpsborg-trener: − Det blir en forandring,https://vg.no/sport/fotball/i/oWlV2R/han-blir-presentert-som-ny-sarpsborg-trener-det-blir-en-forandring,2022-01-08
123,Saudiaraberne starter shoppingen i Newcastle – Trippier første mann inn,https://vg.no/sport/fotball/i/8Q7r3w/saudiaraberne-starter-shoppingen-i-newcastle-trippier-foerste-mann-inn,2022-01-08
124,Solbakken om Eriksens Qatar-mål: − Gjennom den største utfordringen,https://vg.no/sport/fotball/i/Jxq7A8/solbakken-om-eriksens-qatar-maal-gjennom-den-stoerste-utfordringen,2022-01-08
125,Tottenhams Chelsea-mareritt fortsetter,https://vg.no/sport/fotball/i/g6BJ49/tottenhams-chelsea-mareritt-fortsetter,2022-01-08
126,Opplysninger til VG: Serie A-klubb interessert i Berisha,https://vg.no/sport/fotball/i/dnpG7j/opplysninger-til-vg-serie-a-klubb-interessert-i-berisha,2022-01-08
127,Bjerketvedt mot NFF-exit – vil avklare fremtiden innen «noen måneder» ,https://vg.no/sport/fotball/i/Poq0k0/bjerketvedt-mot-nff-exit-vil-avklare-fremtiden-innen-noen-maaneder,2022-01-08
128,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-01-08
129,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-01-08
130,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-01-08
131,Spinnvill snuoperasjon fra Dortmund i årets første kamp: − For et comeback,https://vg.no/sport/fotball/i/G3qEqq/spinnvill-snuoperasjon-fra-dortmund-i-aarets-foerste-kamp-for-et-comeback,2022-01-09
132,Historien om: Norwich 1992/93,https://vg.no/sport/fotball/i/bGeoE3/historien-om-norwich-1992-93,2022-01-09
133,United-sjefen innrømmer misnøye blant spillerne,https://vg.no/sport/fotball/i/a7ppb5/united-sjefen-innroemmer-misnoeye-blant-spillerne,2022-01-09
134,Huseklepp om rollebyttet: − Kan forstå dersom noen av Brann-spillerne synes det er spesielt,https://vg.no/sport/fotball/i/34zopX/huseklepp-om-rollebyttet-kan-forstaa-dersom-noen-av-brann-spillerne-synes-det-er-spesielt,2022-01-09
135,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-01-09
136,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-01-09
137,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-01-09
138,Elden skeptisk til Sarrs returønske: − Tror det når vi ser det,https://vg.no/sport/fotball/i/KzeAoe/elden-skeptisk-til-sarrs-returoenske-tror-det-naar-vi-ser-det,2022-01-10
139,Opplysninger til VG: Michelsen avslo tilbud fra Sarpsborg 08 – blir værende i KBK,https://vg.no/sport/fotball/i/470agV/opplysninger-til-vg-michelsen-avslo-tilbud-fra-sarpsborg-08-blir-vaerende-i-kbk,2022-01-10
140,Danske Jakob Michelsen blir HamKam-trener,https://vg.no/sport/fotball/i/z7boVb/danske-jakob-michelsen-blir-hamkam-trener,2022-01-10
141,Spinnvill snuoperasjon fra Dortmund i årets første kamp: − For et comeback,https://vg.no/sport/fotball/i/G3qEqq/spinnvill-snuoperasjon-fra-dortmund-i-aarets-foerste-kamp-for-et-comeback,2022-01-10
142,Historien om: Norwich 1992/93,https://vg.no/sport/fotball/i/bGeoE3/historien-om-norwich-1992-93,2022-01-10
143,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-01-10
144,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-01-10
145,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-01-10
146,Manchester United videre med et nødskrik,https://vg.no/sport/fotball/i/wObWkA/manchester-united-videre-med-et-noedskrik,2022-01-11
147,Da truslene inntok Børrestads hjem,https://vg.no/sport/fotball/i/EaRVaK/da-truslene-inntok-boerrestads-hjem,2022-01-11
148,Elden skeptisk til Sarrs returønske: − Tror det når vi ser det,https://vg.no/sport/fotball/i/KzeAoe/elden-skeptisk-til-sarrs-returoenske-tror-det-naar-vi-ser-det,2022-01-11
149,Opplysninger til VG: Michelsen avslo tilbud fra Sarpsborg 08 – blir værende i KBK,https://vg.no/sport/fotball/i/470agV/opplysninger-til-vg-michelsen-avslo-tilbud-fra-sarpsborg-08-blir-vaerende-i-kbk,2022-01-11
150,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-01-11
151,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-01-11
152,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-01-11
153,Solbakken frykter nye tiltak skal lamme idretten: − Går en grense,https://vg.no/sport/fotball/i/QyOBOJ/solbakken-frykter-nye-tiltak-skal-lamme-idretten-gaar-en-grense,2022-01-12
154,Tidligere Molde-spiller utestengt i fire år for kampfiksing i Sverige,https://vg.no/sport/fotball/i/34Q72P/tidligere-molde-spiller-utestengt-i-fire-aar-for-kampfiksing-i-sverige,2022-01-12
155,Analyse: Alarmklokkene ringer - disse kan overta Odd,https://vg.no/sport/fotball/i/9KM7Qr/analyse-alarmklokkene-ringer-disse-kan-overta-odd,2022-01-12
156,Manchester United videre med et nødskrik,https://vg.no/sport/fotball/i/wObWkA/manchester-united-videre-med-et-noedskrik,2022-01-12
157,Da truslene inntok Børrestads hjem,https://vg.no/sport/fotball/i/EaRVaK/da-truslene-inntok-boerrestads-hjem,2022-01-12
158,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-01-12
159,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-01-12
160,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-01-12
161,Alexis Sánchez sikret nytt supercup-trofé for Inzaghi på overtid,https://vg.no/sport/fotball/i/g6jeoL/alexis-sanchez-sikret-nytt-supercup-trofe-for-inzaghi-paa-overtid,2022-01-13
162,Real Madrids superduo senket Barcelona i høydramatisk «El Clasico»,https://vg.no/sport/fotball/i/rEXjO3/real-madrids-superduo-senket-barcelona-i-hoeydramatisk-el-clasico,2022-01-13
163,Tunisia mot Mali skulle ferdigspilles etter 40 minutters pause – Tunisia nektet,https://vg.no/sport/fotball/i/47vAz9/tunisia-mot-mali-skulle-ferdigspilles-etter-40-minutters-pause-tunisia-nektet,2022-01-13
164,Rosenborg-analyse: Operasjon Gull,https://vg.no/sport/fotball/i/JxqpKX/rosenborg-analyse-operasjon-gull,2022-01-13
165,Opplysninger til VG: Kaasa nærmer seg Molde – Odd i ferd med å akseptere bud,https://vg.no/sport/fotball/i/9KndG9/opplysninger-til-vg-kaasa-naermer-seg-molde-odd-i-ferd-med-aa-akseptere-bud,2022-01-13
166,Patrice Evra: − Minst to homofile i hver klubb,https://vg.no/sport/fotball/i/34zv9v/patrice-evra-minst-to-homofile-i-hver-klubb,2022-01-13
167,Espejord bekreftet klar for Bodø/Glimt: − Forhåpentligvis blir jeg fort vant til fargen,https://vg.no/sport/fotball/i/k6XOav/espejord-bekreftet-klar-for-bodoe-glimt-forhaapentligvis-blir-jeg-fort-vant-til-fargen,2022-01-13
168,Solbakken frykter nye tiltak skal lamme idretten: − Går en grense,https://vg.no/sport/fotball/i/QyOBOJ/solbakken-frykter-nye-tiltak-skal-lamme-idretten-gaar-en-grense,2022-01-13
169,Tidligere Molde-spiller utestengt i fire år for kampfiksing i Sverige,https://vg.no/sport/fotball/i/34Q72P/tidligere-molde-spiller-utestengt-i-fire-aar-for-kampfiksing-i-sverige,2022-01-13
170,Analyse: Alarmklokkene ringer - disse kan overta Odd,https://vg.no/sport/fotball/i/9KM7Qr/analyse-alarmklokkene-ringer-disse-kan-overta-odd,2022-01-13
171,Manchester United videre med et nødskrik,https://vg.no/sport/fotball/i/wObWkA/manchester-united-videre-med-et-noedskrik,2022-01-13
172,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-01-13
173,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-01-13
174,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-01-13
175,Cristiano Ronaldo om Solskjær-sparkingen: − Jeg var skuffet,https://vg.no/sport/fotball/i/V9k8er/cristiano-ronaldo-om-solskjaer-sparkingen-jeg-var-skuffet,2022-01-14
176,Alexis Sánchez sikret nytt supercup-trofé for Inzaghi på overtid,https://vg.no/sport/fotball/i/g6jeoL/alexis-sanchez-sikret-nytt-supercup-trofe-for-inzaghi-paa-overtid,2022-01-14
177,Real Madrids superduo senket Barcelona i høydramatisk «El Clasico»,https://vg.no/sport/fotball/i/rEXjO3/real-madrids-superduo-senket-barcelona-i-hoeydramatisk-el-clasico,2022-01-14
178,Tunisia mot Mali skulle ferdigspilles etter 40 minutters pause – Tunisia nektet,https://vg.no/sport/fotball/i/47vAz9/tunisia-mot-mali-skulle-ferdigspilles-etter-40-minutters-pause-tunisia-nektet,2022-01-14
179,Rosenborg-analyse: Operasjon Gull,https://vg.no/sport/fotball/i/JxqpKX/rosenborg-analyse-operasjon-gull,2022-01-14
180,Opplysninger til VG: Kaasa nærmer seg Molde – Odd i ferd med å akseptere bud,https://vg.no/sport/fotball/i/9KndG9/opplysninger-til-vg-kaasa-naermer-seg-molde-odd-i-ferd-med-aa-akseptere-bud,2022-01-14
181,Patrice Evra: − Minst to homofile i hver klubb,https://vg.no/sport/fotball/i/34zv9v/patrice-evra-minst-to-homofile-i-hver-klubb,2022-01-14
182,Espejord bekreftet klar for Bodø/Glimt: − Forhåpentligvis blir jeg fort vant til fargen,https://vg.no/sport/fotball/i/k6XOav/espejord-bekreftet-klar-for-bodoe-glimt-forhaapentligvis-blir-jeg-fort-vant-til-fargen,2022-01-14
183,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-01-14
184,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-01-14
185,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-01-14
186,Haaland åpner opp om overgangsryktene: − Klubben legger press på meg,https://vg.no/sport/fotball/i/9K0v5p/haaland-aapner-opp-om-overgangsryktene-klubben-legger-press-paa-meg,2022-01-15
187,Southampton 1975/76: Bragden som ble starten på slutten for cuphelten,https://vg.no/sport/fotball/i/wOVB4d/southampton-1975-76-bragden-som-ble-starten-paa-slutten-for-cuphelten,2022-01-15
188,Leo Østigård (22) scoret på San Siro: − En guttedrøm som gikk i oppfyllelse,https://vg.no/sport/fotball/i/Or0nX1/leo-oestigaard-22-scoret-paa-san-siro-en-guttedroem-som-gikk-i-oppfyllelse,2022-01-15
189,Cristiano Ronaldo om Solskjær-sparkingen: − Jeg var skuffet,https://vg.no/sport/fotball/i/V9k8er/cristiano-ronaldo-om-solskjaer-sparkingen-jeg-var-skuffet,2022-01-15
190,Alexis Sánchez sikret nytt supercup-trofé for Inzaghi på overtid,https://vg.no/sport/fotball/i/g6jeoL/alexis-sanchez-sikret-nytt-supercup-trofe-for-inzaghi-paa-overtid,2022-01-15
191,Real Madrids superduo senket Barcelona i høydramatisk «El Clasico»,https://vg.no/sport/fotball/i/rEXjO3/real-madrids-superduo-senket-barcelona-i-hoeydramatisk-el-clasico,2022-01-15
192,Tunisia mot Mali skulle ferdigspilles etter 40 minutters pause – Tunisia nektet,https://vg.no/sport/fotball/i/47vAz9/tunisia-mot-mali-skulle-ferdigspilles-etter-40-minutters-pause-tunisia-nektet,2022-01-15
193,Rosenborg-analyse: Operasjon Gull,https://vg.no/sport/fotball/i/JxqpKX/rosenborg-analyse-operasjon-gull,2022-01-15
194,Opplysninger til VG: Kaasa nærmer seg Molde – Odd i ferd med å akseptere bud,https://vg.no/sport/fotball/i/9KndG9/opplysninger-til-vg-kaasa-naermer-seg-molde-odd-i-ferd-med-aa-akseptere-bud,2022-01-15
195,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-01-15
196,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-01-15
197,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-01-15
198,Debutant Coutinho spolerte kvelden for Bruno Fernandes – Villa greide uavgjort mot Manchester United,https://vg.no/sport/fotball/i/KzkyOG/debutant-coutinho-spolerte-kvelden-for-bruno-fernandes-villa-greide-uavgjort-mot-manchester-united,2022-01-16
199,Eksperter reagerer på Arsenal-utsettelse: − Må stoppe dette,https://vg.no/sport/fotball/i/jaMBGw/eksperter-reagerer-paa-arsenal-utsettelse-maa-stoppe-dette,2022-01-16
200,Ny City-skalp etter De Bruyne-perle,https://vg.no/sport/fotball/i/8Qz6oG/ny-city-skalp-etter-de-bruyne-perle,2022-01-16
201,Storscoreren Dušan Vlahović: − Jeg er Beograds svar på Zlatan,https://vg.no/sport/fotball/i/nWbEjn/storscoreren-dusan-vlahovic-jeg-er-beograds-svar-paa-zlatan,2022-01-16
202,Haaland åpner opp om overgangsryktene: − Klubben legger press på meg,https://vg.no/sport/fotball/i/9K0v5p/haaland-aapner-opp-om-overgangsryktene-klubben-legger-press-paa-meg,2022-01-16
203,Southampton 1975/76: Bragden som ble starten på slutten for cuphelten,https://vg.no/sport/fotball/i/wOVB4d/southampton-1975-76-bragden-som-ble-starten-paa-slutten-for-cuphelten,2022-01-16
204,Leo Østigård (22) scoret på San Siro: − En guttedrøm som gikk i oppfyllelse,https://vg.no/sport/fotball/i/Or0nX1/leo-oestigaard-22-scoret-paa-san-siro-en-guttedroem-som-gikk-i-oppfyllelse,2022-01-16
205,Cristiano Ronaldo om Solskjær-sparkingen: − Jeg var skuffet,https://vg.no/sport/fotball/i/V9k8er/cristiano-ronaldo-om-solskjaer-sparkingen-jeg-var-skuffet,2022-01-16
